2022-11-13 22:04:35,731 INFO    StreamThr :31160 [internal.py:wandb_internal():91] W&B internal server running at pid: 31160, started at: 2022-11-13 22:04:35.730991
2022-11-13 22:04:35,746 DEBUG   HandlerThread:31160 [handler.py:handle_request():139] handle_request: status
2022-11-13 22:04:35,747 DEBUG   SenderThread:31160 [sender.py:send_request():317] send_request: status
2022-11-13 22:04:35,749 DEBUG   SenderThread:31160 [sender.py:send():303] send: header
2022-11-13 22:04:35,749 INFO    WriterThread:31160 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221113_220435-4rq9jtk7\run-4rq9jtk7.wandb
2022-11-13 22:04:35,796 DEBUG   SenderThread:31160 [sender.py:send():303] send: run
2022-11-13 22:04:36,209 DEBUG   HandlerThread:31160 [handler.py:handle_request():139] handle_request: stop_status
2022-11-13 22:04:36,210 DEBUG   SenderThread:31160 [sender.py:send_request():317] send_request: stop_status
2022-11-13 22:04:36,469 INFO    SenderThread:31160 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221113_220435-4rq9jtk7\files
2022-11-13 22:04:36,469 INFO    SenderThread:31160 [sender.py:_start_run_threads():931] run started: 4rq9jtk7 with start time 1668348275.732992
2022-11-13 22:04:36,470 DEBUG   SenderThread:31160 [sender.py:send():303] send: summary
2022-11-13 22:04:36,471 INFO    SenderThread:31160 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-13 22:04:36,476 DEBUG   HandlerThread:31160 [handler.py:handle_request():139] handle_request: check_version
2022-11-13 22:04:36,477 DEBUG   SenderThread:31160 [sender.py:send_request():317] send_request: check_version
2022-11-13 22:04:36,547 DEBUG   HandlerThread:31160 [handler.py:handle_request():139] handle_request: run_start
2022-11-13 22:04:36,565 DEBUG   HandlerThread:31160 [system_info.py:__init__():31] System info init
2022-11-13 22:04:36,590 DEBUG   HandlerThread:31160 [system_info.py:__init__():46] System info init done
2022-11-13 22:04:36,591 INFO    HandlerThread:31160 [system_monitor.py:start():150] Starting system monitor
2022-11-13 22:04:36,591 INFO    SystemMonitor:31160 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-13 22:04:36,591 INFO    HandlerThread:31160 [system_monitor.py:probe():168] Collecting system info
2022-11-13 22:04:36,599 INFO    SystemMonitor:31160 [interfaces.py:start():168] Started cpu
2022-11-13 22:04:36,600 INFO    SystemMonitor:31160 [interfaces.py:start():168] Started disk
2022-11-13 22:04:36,601 INFO    SystemMonitor:31160 [interfaces.py:start():168] Started gpu
2022-11-13 22:04:36,613 INFO    SystemMonitor:31160 [interfaces.py:start():168] Started memory
2022-11-13 22:04:36,633 DEBUG   HandlerThread:31160 [system_info.py:probe():195] Probing system
2022-11-13 22:04:36,690 INFO    SystemMonitor:31160 [interfaces.py:start():168] Started network
2022-11-13 22:04:36,699 DEBUG   HandlerThread:31160 [system_info.py:_probe_git():180] Probing git
2022-11-13 22:04:36,915 DEBUG   HandlerThread:31160 [system_info.py:_probe_git():188] Probing git done
2022-11-13 22:04:36,917 DEBUG   HandlerThread:31160 [system_info.py:probe():241] Probing system done
2022-11-13 22:04:36,917 DEBUG   HandlerThread:31160 [system_monitor.py:probe():177] {'os': 'Windows-10-10.0.19041-SP0', 'python': '3.6.8', 'heartbeatAt': '2022-11-13T14:04:36.655944', 'startedAt': '2022-11-13T14:04:35.718992', 'docker': None, 'cuda': None, 'args': ('-dataset', 'TSU', '-mode', 'rgb', '-split_setting', 'CS', '-model', 'PDAN', '-train', 'True', '-num_channel', '512', '-lr', '0.0002', '-kernelsize', '3', '-APtype', 'map', '-epoch', '3', '-batch_size', '1', '-comp_info', 'TSU_CS_RGB_PDAN', '-load_model', './PreTrainedModel/PDAN_TSU_RGB', '-rgb_root', './CuratedExtractedFeatures', '-featurePath', './data/smarthome_CS_32.json', '-outputTrain', "'c:\\Users\\user\\Documents\\GitHub\\ict3104-team09-2022-binder\\Codes\\TSU\\Toyota_Smarthome\\pipline\\poop\\'"), 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/ict3104-team09-2022/ict3104-team09-2022-binder.git', 'commit': '97c1b53221d160d4d37f3edf9d9106eb0c1e08df'}, 'email': '68848568+zhenxuan98@users.noreply.github.com', 'root': 'C:/Users/user/Documents/GitHub/ict3104-team09-2022-binder', 'host': 'DESKTOP-JM416HJ', 'username': 'user', 'executable': 'c:\\Users\\user\\AppData\\Local\\Programs\\Python\\Python36\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2500.0, 'min': 0.0, 'max': 2500.0}, 'cpu_freq_per_core': [{'current': 2500.0, 'min': 0.0, 'max': 2500.0}], 'disk': {'total': 953.2561683654785, 'used': 594.7829284667969}, 'gpu': 'NVIDIA GeForce RTX 2070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070', 'memory_total': 8589934592}], 'memory': {'total': 15.792839050292969}}
2022-11-13 22:04:36,919 INFO    HandlerThread:31160 [system_monitor.py:probe():178] Finished collecting system info
2022-11-13 22:04:36,919 INFO    HandlerThread:31160 [system_monitor.py:probe():181] Publishing system info
