2022-11-19 17:41:29,358 INFO    StreamThr :368 [internal.py:wandb_internal():91] W&B internal server running at pid: 368, started at: 2022-11-19 17:41:29.357053
2022-11-19 17:41:29,360 DEBUG   HandlerThread:368 [handler.py:handle_request():139] handle_request: status
2022-11-19 17:41:29,361 DEBUG   SenderThread:368 [sender.py:send_request():317] send_request: status
2022-11-19 17:41:29,369 DEBUG   SenderThread:368 [sender.py:send():303] send: header
2022-11-19 17:41:29,369 INFO    WriterThread:368 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221119_174129-2x3s55m3\run-2x3s55m3.wandb
2022-11-19 17:41:29,451 DEBUG   SenderThread:368 [sender.py:send():303] send: run
2022-11-19 17:41:30,069 INFO    SenderThread:368 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221119_174129-2x3s55m3\files
2022-11-19 17:41:30,069 INFO    SenderThread:368 [sender.py:_start_run_threads():931] run started: 2x3s55m3 with start time 1668850889.362051
2022-11-19 17:41:30,074 DEBUG   HandlerThread:368 [handler.py:handle_request():139] handle_request: check_version
2022-11-19 17:41:30,114 DEBUG   SenderThread:368 [sender.py:send():303] send: summary
2022-11-19 17:41:30,116 INFO    SenderThread:368 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-19 17:41:30,116 DEBUG   SenderThread:368 [sender.py:send_request():317] send_request: check_version
2022-11-19 17:41:30,215 DEBUG   HandlerThread:368 [handler.py:handle_request():139] handle_request: run_start
2022-11-19 17:41:30,228 DEBUG   HandlerThread:368 [system_info.py:__init__():31] System info init
2022-11-19 17:41:30,256 DEBUG   HandlerThread:368 [system_info.py:__init__():46] System info init done
2022-11-19 17:41:30,256 INFO    HandlerThread:368 [system_monitor.py:start():150] Starting system monitor
2022-11-19 17:41:30,257 INFO    SystemMonitor:368 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-19 17:41:30,257 INFO    HandlerThread:368 [system_monitor.py:probe():168] Collecting system info
2022-11-19 17:41:30,263 INFO    SystemMonitor:368 [interfaces.py:start():168] Started cpu
2022-11-19 17:41:30,263 INFO    SystemMonitor:368 [interfaces.py:start():168] Started disk
2022-11-19 17:41:30,264 INFO    SystemMonitor:368 [interfaces.py:start():168] Started gpu
2022-11-19 17:41:30,274 INFO    SystemMonitor:368 [interfaces.py:start():168] Started memory
2022-11-19 17:41:30,278 DEBUG   HandlerThread:368 [system_info.py:probe():195] Probing system
2022-11-19 17:41:30,289 INFO    SystemMonitor:368 [interfaces.py:start():168] Started network
2022-11-19 17:41:30,298 DEBUG   HandlerThread:368 [system_info.py:_probe_git():180] Probing git
2022-11-19 17:41:30,373 DEBUG   HandlerThread:368 [system_info.py:_probe_git():188] Probing git done
2022-11-19 17:41:30,374 DEBUG   HandlerThread:368 [system_info.py:probe():241] Probing system done
