2022-11-20 00:48:52,545 INFO    StreamThr :31148 [internal.py:wandb_internal():91] W&B internal server running at pid: 31148, started at: 2022-11-20 00:48:52.544745
2022-11-20 00:48:52,546 DEBUG   HandlerThread:31148 [handler.py:handle_request():139] handle_request: status
2022-11-20 00:48:52,547 DEBUG   SenderThread:31148 [sender.py:send_request():317] send_request: status
2022-11-20 00:48:52,553 DEBUG   SenderThread:31148 [sender.py:send():303] send: header
2022-11-20 00:48:52,553 INFO    WriterThread:31148 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\run-1dxeh9m5.wandb
2022-11-20 00:48:52,623 DEBUG   SenderThread:31148 [sender.py:send():303] send: run
2022-11-20 00:48:53,189 INFO    SenderThread:31148 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\files
2022-11-20 00:48:53,189 INFO    SenderThread:31148 [sender.py:_start_run_threads():931] run started: 1dxeh9m5 with start time 1668876532.548745
2022-11-20 00:48:53,189 DEBUG   SenderThread:31148 [sender.py:send():303] send: summary
2022-11-20 00:48:53,190 INFO    SenderThread:31148 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-20 00:48:53,194 DEBUG   HandlerThread:31148 [handler.py:handle_request():139] handle_request: check_version
2022-11-20 00:48:53,194 DEBUG   SenderThread:31148 [sender.py:send_request():317] send_request: check_version
2022-11-20 00:48:53,280 DEBUG   HandlerThread:31148 [handler.py:handle_request():139] handle_request: run_start
2022-11-20 00:48:53,293 DEBUG   HandlerThread:31148 [system_info.py:__init__():31] System info init
2022-11-20 00:48:53,293 DEBUG   HandlerThread:31148 [system_info.py:__init__():46] System info init done
2022-11-20 00:48:53,293 INFO    HandlerThread:31148 [system_monitor.py:start():150] Starting system monitor
2022-11-20 00:48:53,293 INFO    SystemMonitor:31148 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-20 00:48:53,293 INFO    HandlerThread:31148 [system_monitor.py:probe():168] Collecting system info
2022-11-20 00:48:53,300 INFO    SystemMonitor:31148 [interfaces.py:start():168] Started cpu
2022-11-20 00:48:53,300 INFO    SystemMonitor:31148 [interfaces.py:start():168] Started disk
2022-11-20 00:48:53,300 INFO    SystemMonitor:31148 [interfaces.py:start():168] Started gpu
2022-11-20 00:48:53,314 DEBUG   HandlerThread:31148 [system_info.py:probe():195] Probing system
2022-11-20 00:48:53,314 INFO    SystemMonitor:31148 [interfaces.py:start():168] Started memory
2022-11-20 00:48:53,329 INFO    SystemMonitor:31148 [interfaces.py:start():168] Started network
2022-11-20 00:48:53,330 DEBUG   HandlerThread:31148 [system_info.py:_probe_git():180] Probing git
2022-11-20 00:48:53,410 DEBUG   HandlerThread:31148 [system_info.py:_probe_git():188] Probing git done
2022-11-20 00:48:53,410 DEBUG   HandlerThread:31148 [system_info.py:probe():241] Probing system done
2022-11-20 00:48:53,410 DEBUG   HandlerThread:31148 [system_monitor.py:probe():177] {'os': 'Windows-10-10.0.19041-SP0', 'python': '3.6.8', 'heartbeatAt': '2022-11-19T16:48:53.315748', 'startedAt': '2022-11-19T16:48:52.532743', 'docker': None, 'cuda': None, 'args': ('-dataset', 'TSU', '-mode', 'rgb', '-split_setting', 'CS', '-model', 'PDAN', '-train', 'True', '-num_channel', '512', '-lr', '0.0002', '-kernelsize', '3', '-APtype', 'map', '-epoch', '3', '-batch_size', '1', '-comp_info', 'TSU_CS_RGB_PDAN', '-load_model', './PreTrainedModel/PDAN_TSU_RGB', '-rgb_root', './CuratedExtractedFeatures', '-featurePath', './data/smarthome_CS_32.json', '-outputTrain', 'None'), 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/ict3104-team09-2022/ict3104-team09-2022-binder.git', 'commit': 'e7a92bcf1063978c86d2d3eb115aebfbc4195e73'}, 'email': '68848568+zhenxuan98@users.noreply.github.com', 'root': 'C:/Users/user/Documents/GitHub/ict3104-team09-2022-binder', 'host': 'DESKTOP-JM416HJ', 'username': 'user', 'executable': 'c:\\Users\\user\\AppData\\Local\\Programs\\Python\\Python36\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2500.0, 'min': 0.0, 'max': 2500.0}, 'cpu_freq_per_core': [{'current': 2500.0, 'min': 0.0, 'max': 2500.0}], 'disk': {'total': 953.2561683654785, 'used': 645.8004188537598}, 'gpu': 'NVIDIA GeForce RTX 2070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070', 'memory_total': 8589934592}], 'memory': {'total': 15.792839050292969}}
2022-11-20 00:48:53,411 INFO    HandlerThread:31148 [system_monitor.py:probe():178] Finished collecting system info
2022-11-20 00:48:53,411 INFO    HandlerThread:31148 [system_monitor.py:probe():181] Publishing system info
2022-11-20 00:48:53,411 DEBUG   HandlerThread:31148 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2022-11-20 00:48:53,429 DEBUG   HandlerThread:31148 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-20 00:48:53,430 INFO    HandlerThread:31148 [system_monitor.py:probe():183] Finished publishing system info
2022-11-20 00:48:53,431 DEBUG   SenderThread:31148 [sender.py:send():303] send: files
2022-11-20 00:48:53,431 INFO    SenderThread:31148 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-11-20 00:48:53,437 DEBUG   HandlerThread:31148 [handler.py:handle_request():139] handle_request: stop_status
2022-11-20 00:48:53,437 DEBUG   SenderThread:31148 [sender.py:send_request():317] send_request: stop_status
2022-11-20 00:48:53,715 DEBUG   SenderThread:31148 [sender.py:send():303] send: telemetry
2022-11-20 00:48:54,206 INFO    Thread-49 :31148 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\files\wandb-summary.json
2022-11-20 00:48:54,206 INFO    Thread-49 :31148 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\files\requirements.txt
2022-11-20 00:48:54,206 INFO    Thread-49 :31148 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\files\wandb-metadata.json
2022-11-20 00:48:54,206 INFO    Thread-49 :31148 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\files\output.log
2022-11-20 00:48:55,006 INFO    Thread-54 :31148 [upload_job.py:push():143] Uploaded file C:\Users\user\AppData\Local\Temp\tmphb8u82s0wandb\mgp75jqa-wandb-metadata.json
2022-11-20 00:48:56,247 INFO    Thread-49 :31148 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221120_004852-1dxeh9m5\files\output.log
