2022-11-13 21:42:24,445 INFO    StreamThr :36744 [internal.py:wandb_internal():91] W&B internal server running at pid: 36744, started at: 2022-11-13 21:42:24.444319
2022-11-13 21:42:24,446 DEBUG   HandlerThread:36744 [handler.py:handle_request():139] handle_request: status
2022-11-13 21:42:24,448 DEBUG   SenderThread:36744 [sender.py:send_request():317] send_request: status
2022-11-13 21:42:24,451 DEBUG   SenderThread:36744 [sender.py:send():303] send: header
2022-11-13 21:42:24,451 INFO    WriterThread:36744 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221113_214224-2jna7j2p\run-2jna7j2p.wandb
2022-11-13 21:42:24,519 DEBUG   SenderThread:36744 [sender.py:send():303] send: run
2022-11-13 21:42:25,062 INFO    SenderThread:36744 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221113_214224-2jna7j2p\files
2022-11-13 21:42:25,062 INFO    SenderThread:36744 [sender.py:_start_run_threads():931] run started: 2jna7j2p with start time 1668346944.448325
2022-11-13 21:42:25,063 DEBUG   SenderThread:36744 [sender.py:send():303] send: summary
2022-11-13 21:42:25,063 INFO    SenderThread:36744 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-13 21:42:25,068 DEBUG   HandlerThread:36744 [handler.py:handle_request():139] handle_request: check_version
2022-11-13 21:42:25,068 DEBUG   SenderThread:36744 [sender.py:send_request():317] send_request: check_version
2022-11-13 21:42:25,139 DEBUG   HandlerThread:36744 [handler.py:handle_request():139] handle_request: run_start
2022-11-13 21:42:25,155 DEBUG   HandlerThread:36744 [system_info.py:__init__():31] System info init
2022-11-13 21:42:25,155 DEBUG   HandlerThread:36744 [system_info.py:__init__():46] System info init done
2022-11-13 21:42:25,155 INFO    HandlerThread:36744 [system_monitor.py:start():150] Starting system monitor
2022-11-13 21:42:25,156 INFO    SystemMonitor:36744 [system_monitor.py:_start():116] Starting system asset monitoring threads
