2022-11-19 16:59:29,325 INFO    StreamThr :2784 [internal.py:wandb_internal():91] W&B internal server running at pid: 2784, started at: 2022-11-19 16:59:29.325855
2022-11-19 16:59:29,327 DEBUG   HandlerThread:2784 [handler.py:handle_request():139] handle_request: status
2022-11-19 16:59:29,329 DEBUG   SenderThread:2784 [sender.py:send_request():317] send_request: status
2022-11-19 16:59:29,332 DEBUG   SenderThread:2784 [sender.py:send():303] send: header
2022-11-19 16:59:29,332 INFO    WriterThread:2784 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221119_165929-36v192kp\run-36v192kp.wandb
2022-11-19 16:59:29,387 DEBUG   SenderThread:2784 [sender.py:send():303] send: run
2022-11-19 16:59:30,070 INFO    SenderThread:2784 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221119_165929-36v192kp\files
2022-11-19 16:59:30,070 INFO    SenderThread:2784 [sender.py:_start_run_threads():931] run started: 36v192kp with start time 1668848369.329858
2022-11-19 16:59:30,070 DEBUG   SenderThread:2784 [sender.py:send():303] send: summary
2022-11-19 16:59:30,071 INFO    SenderThread:2784 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-19 16:59:30,075 DEBUG   HandlerThread:2784 [handler.py:handle_request():139] handle_request: check_version
2022-11-19 16:59:30,075 DEBUG   SenderThread:2784 [sender.py:send_request():317] send_request: check_version
2022-11-19 16:59:30,154 DEBUG   HandlerThread:2784 [handler.py:handle_request():139] handle_request: run_start
2022-11-19 16:59:30,167 DEBUG   HandlerThread:2784 [system_info.py:__init__():31] System info init
2022-11-19 16:59:30,187 DEBUG   HandlerThread:2784 [system_info.py:__init__():46] System info init done
2022-11-19 16:59:30,187 INFO    HandlerThread:2784 [system_monitor.py:start():150] Starting system monitor
2022-11-19 16:59:30,188 INFO    SystemMonitor:2784 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-19 16:59:30,188 INFO    HandlerThread:2784 [system_monitor.py:probe():168] Collecting system info
2022-11-19 16:59:30,192 INFO    SystemMonitor:2784 [interfaces.py:start():168] Started cpu
2022-11-19 16:59:30,193 INFO    SystemMonitor:2784 [interfaces.py:start():168] Started disk
2022-11-19 16:59:30,193 INFO    SystemMonitor:2784 [interfaces.py:start():168] Started gpu
2022-11-19 16:59:30,204 DEBUG   HandlerThread:2784 [system_info.py:probe():195] Probing system
2022-11-19 16:59:30,204 INFO    SystemMonitor:2784 [interfaces.py:start():168] Started memory
2022-11-19 16:59:30,221 INFO    SystemMonitor:2784 [interfaces.py:start():168] Started network
2022-11-19 16:59:30,247 DEBUG   HandlerThread:2784 [system_info.py:_probe_git():180] Probing git
2022-11-19 16:59:30,332 DEBUG   HandlerThread:2784 [system_info.py:_probe_git():188] Probing git done
2022-11-19 16:59:30,333 DEBUG   HandlerThread:2784 [system_info.py:probe():241] Probing system done
