2022-11-13 22:00:11,090 INFO    StreamThr :28468 [internal.py:wandb_internal():91] W&B internal server running at pid: 28468, started at: 2022-11-13 22:00:11.089683
2022-11-13 22:00:11,092 DEBUG   HandlerThread:28468 [handler.py:handle_request():139] handle_request: status
2022-11-13 22:00:11,093 DEBUG   SenderThread:28468 [sender.py:send_request():317] send_request: status
2022-11-13 22:00:11,096 DEBUG   SenderThread:28468 [sender.py:send():303] send: header
2022-11-13 22:00:11,096 INFO    WriterThread:28468 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221113_220011-2ck5v1uj\run-2ck5v1uj.wandb
2022-11-13 22:00:11,152 DEBUG   SenderThread:28468 [sender.py:send():303] send: run
2022-11-13 22:00:11,948 INFO    SenderThread:28468 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221113_220011-2ck5v1uj\files
2022-11-13 22:00:11,948 INFO    SenderThread:28468 [sender.py:_start_run_threads():931] run started: 2ck5v1uj with start time 1668348011.093683
2022-11-13 22:00:11,949 DEBUG   SenderThread:28468 [sender.py:send():303] send: summary
2022-11-13 22:00:11,949 INFO    SenderThread:28468 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-13 22:00:11,961 DEBUG   HandlerThread:28468 [handler.py:handle_request():139] handle_request: check_version
2022-11-13 22:00:11,962 DEBUG   SenderThread:28468 [sender.py:send_request():317] send_request: check_version
2022-11-13 22:00:12,205 DEBUG   HandlerThread:28468 [handler.py:handle_request():139] handle_request: run_start
2022-11-13 22:00:12,221 DEBUG   HandlerThread:28468 [system_info.py:__init__():31] System info init
2022-11-13 22:00:12,259 DEBUG   HandlerThread:28468 [system_info.py:__init__():46] System info init done
2022-11-13 22:00:12,259 INFO    HandlerThread:28468 [system_monitor.py:start():150] Starting system monitor
2022-11-13 22:00:12,260 INFO    SystemMonitor:28468 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-13 22:00:12,260 INFO    HandlerThread:28468 [system_monitor.py:probe():168] Collecting system info
2022-11-13 22:00:12,266 INFO    SystemMonitor:28468 [interfaces.py:start():168] Started cpu
2022-11-13 22:00:12,267 INFO    SystemMonitor:28468 [interfaces.py:start():168] Started disk
2022-11-13 22:00:12,268 INFO    SystemMonitor:28468 [interfaces.py:start():168] Started gpu
2022-11-13 22:00:12,280 INFO    SystemMonitor:28468 [interfaces.py:start():168] Started memory
2022-11-13 22:00:12,286 DEBUG   HandlerThread:28468 [system_info.py:probe():195] Probing system
2022-11-13 22:00:12,286 DEBUG   HandlerThread:28468 [handler.py:handle_request():139] handle_request: stop_status
2022-11-13 22:00:12,321 INFO    SystemMonitor:28468 [interfaces.py:start():168] Started network
