2022-11-19 16:06:14,319 INFO    StreamThr :28700 [internal.py:wandb_internal():91] W&B internal server running at pid: 28700, started at: 2022-11-19 16:06:14.318193
2022-11-19 16:06:14,320 DEBUG   HandlerThread:28700 [handler.py:handle_request():139] handle_request: status
2022-11-19 16:06:14,321 DEBUG   SenderThread:28700 [sender.py:send_request():317] send_request: status
2022-11-19 16:06:14,325 INFO    WriterThread:28700 [datastore.py:open_for_write():75] open: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221119_160614-yvkwr5z3\run-yvkwr5z3.wandb
2022-11-19 16:06:14,325 DEBUG   SenderThread:28700 [sender.py:send():303] send: header
2022-11-19 16:06:14,374 DEBUG   SenderThread:28700 [sender.py:send():303] send: run
2022-11-19 16:06:14,956 INFO    SenderThread:28700 [dir_watcher.py:__init__():216] watching files in: c:\Users\user\Documents\GitHub\ict3104-team09-2022-binder\Codes\TSU\Toyota_Smarthome\pipline\wandb\run-20221119_160614-yvkwr5z3\files
2022-11-19 16:06:14,956 INFO    SenderThread:28700 [sender.py:_start_run_threads():931] run started: yvkwr5z3 with start time 1668845174.321193
2022-11-19 16:06:14,957 DEBUG   SenderThread:28700 [sender.py:send():303] send: summary
2022-11-19 16:06:14,957 INFO    SenderThread:28700 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-19 16:06:14,961 DEBUG   HandlerThread:28700 [handler.py:handle_request():139] handle_request: check_version
2022-11-19 16:06:14,961 DEBUG   SenderThread:28700 [sender.py:send_request():317] send_request: check_version
2022-11-19 16:06:15,023 DEBUG   HandlerThread:28700 [handler.py:handle_request():139] handle_request: run_start
2022-11-19 16:06:15,036 DEBUG   HandlerThread:28700 [system_info.py:__init__():31] System info init
2022-11-19 16:06:15,037 DEBUG   HandlerThread:28700 [system_info.py:__init__():46] System info init done
2022-11-19 16:06:15,037 INFO    HandlerThread:28700 [system_monitor.py:start():150] Starting system monitor
2022-11-19 16:06:15,037 INFO    SystemMonitor:28700 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-19 16:06:15,037 INFO    HandlerThread:28700 [system_monitor.py:probe():168] Collecting system info
2022-11-19 16:06:15,042 INFO    SystemMonitor:28700 [interfaces.py:start():168] Started cpu
2022-11-19 16:06:15,043 INFO    SystemMonitor:28700 [interfaces.py:start():168] Started disk
2022-11-19 16:06:15,043 INFO    SystemMonitor:28700 [interfaces.py:start():168] Started gpu
2022-11-19 16:06:15,059 DEBUG   HandlerThread:28700 [system_info.py:probe():195] Probing system
2022-11-19 16:06:15,059 INFO    SystemMonitor:28700 [interfaces.py:start():168] Started memory
2022-11-19 16:06:15,073 INFO    SystemMonitor:28700 [interfaces.py:start():168] Started network
2022-11-19 16:06:15,074 DEBUG   HandlerThread:28700 [system_info.py:_probe_git():180] Probing git
2022-11-19 16:06:15,181 DEBUG   HandlerThread:28700 [system_info.py:_probe_git():188] Probing git done
2022-11-19 16:06:15,182 DEBUG   HandlerThread:28700 [system_info.py:probe():241] Probing system done
